rank,feature_id,frequency_score,active_ratio,mean_activation,std_activation,blacklisted
1,2019,1.0,1.0,40.58156204223633,1.4343090057373047,1
2,4979,1.0,1.0,0.9839104413986206,0.5672551989555359,1
3,3749,1.0,1.0,0.8966560959815979,0.5302988290786743,1
4,2106,1.0,1.0,0.8406206965446472,0.5194584727287292,1
5,1806,1.0,1.0,0.8149327635765076,0.3852165639400482,1
6,2522,1.0,1.0,0.7074978351593018,0.31008148193359375,1
7,2238,1.0,1.0,0.6667540669441223,0.3340620696544647,1
8,3387,1.0,1.0,0.650120735168457,0.43531161546707153,1
9,2746,1.0,1.0,0.5929800868034363,0.3262942433357239,1
10,966,1.0,1.0,0.5793840885162354,0.3673713803291321,1
11,3978,1.0,1.0,0.5689294934272766,0.3588903844356537,1
12,4738,1.0,1.0,0.5534255504608154,0.36656472086906433,1
13,2979,1.0,1.0,0.5455893278121948,0.33669736981391907,1
14,3449,1.0,1.0,0.5437409281730652,0.279391348361969,1
15,2632,1.0,1.0,0.5111936330795288,0.3651663064956665,1
16,4683,1.0,1.0,0.4653324782848358,0.2885623574256897,1
17,3816,1.0,1.0,0.44018828868865967,0.2709539532661438,1
18,3705,1.0,1.0,0.43268531560897827,0.22664491832256317,1
19,4708,1.0,1.0,0.35596707463264465,0.23712000250816345,1
20,2374,0.9990000128746033,0.9990000128746033,1.0475903749465942,0.7364490032196045,1
21,25,0.9990000128746033,0.9990000128746033,0.6641748547554016,0.4383501708507538,1
22,1181,0.9990000128746033,0.9990000128746033,0.4532569348812103,0.4351211190223694,1
23,1268,0.9990000128746033,0.9990000128746033,0.3803754150867462,0.3646223247051239,1
24,2301,0.9990000128746033,0.9990000128746033,0.2448427379131317,0.18139447271823883,1
25,2943,0.9980000257492065,0.9980000257492065,0.9662927389144897,0.6298837065696716,1
26,3262,0.9980000257492065,0.9980000257492065,0.4919828176498413,0.41960930824279785,1
27,2173,0.9980000257492065,0.9980000257492065,0.44019806385040283,0.26204243302345276,1
28,2357,0.9980000257492065,0.9980000257492065,0.43584200739860535,0.2854461073875427,1
29,2510,0.9980000257492065,0.9980000257492065,0.4277684986591339,0.24388758838176727,1
30,480,0.9980000257492065,0.9980000257492065,0.3926534652709961,0.29313182830810547,1
31,4253,0.9980000257492065,0.9980000257492065,0.2903696298599243,0.24705077707767487,1
32,3868,0.9980000257492065,0.9980000257492065,0.2810397148132324,0.21857324242591858,1
33,2460,0.9980000257492065,0.9980000257492065,0.2328023910522461,0.16482460498809814,1
34,3874,0.9980000257492065,0.9980000257492065,0.228022500872612,0.18430310487747192,1
35,2364,0.9980000257492065,0.9980000257492065,0.22651144862174988,0.16980575025081635,1
36,2607,0.9980000257492065,0.9980000257492065,0.1852238029241562,0.14750948548316956,1
37,4671,0.996999979019165,0.996999979019165,0.7675815224647522,0.5114680528640747,1
38,4937,0.996999979019165,0.996999979019165,0.6752472519874573,0.6528778076171875,1
39,1119,0.996999979019165,0.996999979019165,0.5244331955909729,0.5188312530517578,1
40,763,0.996999979019165,0.996999979019165,0.515257716178894,0.33774855732917786,1
41,4485,0.996999979019165,0.996999979019165,0.5043606162071228,0.395822137594223,1
42,3343,0.996999979019165,0.996999979019165,0.46041977405548096,0.4324803650379181,1
43,1486,0.996999979019165,0.996999979019165,0.3645284175872803,0.37660154700279236,1
44,3374,0.996999979019165,0.996999979019165,0.3636605441570282,0.2587491571903229,1
45,5079,0.996999979019165,0.996999979019165,0.3334323763847351,0.21768559515476227,1
46,4128,0.996999979019165,0.996999979019165,0.2943083643913269,0.2307252138853073,1
47,20,0.9959999918937683,0.9959999918937683,0.5993776321411133,0.369992196559906,1
48,1286,0.9959999918937683,0.9959999918937683,0.5613604784011841,0.4504949450492859,1
49,4584,0.9959999918937683,0.9959999918937683,0.4846731126308441,0.46032434701919556,1
50,4567,0.9959999918937683,0.9959999918937683,0.3640012741088867,0.2373133897781372,1
51,3634,0.9959999918937683,0.9959999918937683,0.2834344506263733,0.2693530321121216,1
52,1740,0.9950000047683716,0.9950000047683716,1.070577621459961,0.8066770434379578,1
53,3249,0.9950000047683716,0.9950000047683716,0.6077395677566528,0.47549140453338623,1
54,2012,0.9950000047683716,0.9950000047683716,0.490823894739151,0.3465999662876129,1
55,472,0.9950000047683716,0.9950000047683716,0.432325154542923,0.337017297744751,1
56,2959,0.9950000047683716,0.9950000047683716,0.322957307100296,0.24309441447257996,1
57,4298,0.9950000047683716,0.9950000047683716,0.2900446355342865,0.27611881494522095,1
58,923,0.9950000047683716,0.9950000047683716,0.25749143958091736,0.2546341121196747,1
59,4711,0.9950000047683716,0.9950000047683716,0.13320256769657135,0.0853954404592514,1
60,4732,0.9940000176429749,0.9940000176429749,0.585110604763031,0.44267556071281433,1
61,2674,0.9940000176429749,0.9940000176429749,0.4094644784927368,0.44008591771125793,1
62,214,0.9940000176429749,0.9940000176429749,0.34186848998069763,0.2226811647415161,1
63,3566,0.9940000176429749,0.9940000176429749,0.1195240318775177,0.07584945857524872,1
64,367,0.9929999709129333,0.9929999709129333,0.47173580527305603,0.37839508056640625,1
65,4812,0.9929999709129333,0.9929999709129333,0.39732295274734497,0.3165501654148102,1
66,1722,0.9929999709129333,0.9929999709129333,0.31038758158683777,0.2184457629919052,1
67,3490,0.9929999709129333,0.9929999709129333,0.2562522888183594,0.21101900935173035,1
68,1201,0.9919999837875366,0.9919999837875366,0.7958249449729919,0.6797862648963928,1
69,4822,0.9919999837875366,0.9919999837875366,0.4739447832107544,0.4423487186431885,1
70,2141,0.9919999837875366,0.9919999837875366,0.40339937806129456,0.3253844380378723,1
71,4108,0.9919999837875366,0.9919999837875366,0.2939458191394806,0.20279879868030548,1
72,4436,0.9919999837875366,0.9919999837875366,0.21765688061714172,0.18056295812129974,1
73,961,0.9909999966621399,0.9909999966621399,0.2866305708885193,0.26383426785469055,1
74,4319,0.9909999966621399,0.9909999966621399,0.2823868691921234,0.28402087092399597,1
75,270,0.9909999966621399,0.9909999966621399,0.22564519941806793,0.1698174625635147,1
76,4055,0.9900000095367432,0.9900000095367432,0.4647786021232605,0.3624379336833954,1
77,3135,0.9900000095367432,0.9900000095367432,0.44207048416137695,0.32466408610343933,1
78,221,0.9890000224113464,0.9890000224113464,0.7375891804695129,0.5620129108428955,1
79,786,0.9890000224113464,0.9890000224113464,0.3295104503631592,0.3379947543144226,1
80,122,0.9890000224113464,0.9890000224113464,0.3022390604019165,0.2762100398540497,1
81,1837,0.9890000224113464,0.9890000224113464,0.24901528656482697,0.22546659409999847,1
82,5119,0.9879999756813049,0.9879999756813049,0.24311450123786926,0.30054765939712524,1
83,1325,0.9879999756813049,0.9879999756813049,0.1317426562309265,0.1234036311507225,1
84,3965,0.9879999756813049,0.9879999756813049,0.12154197692871094,0.09572957456111908,1
85,716,0.9869999885559082,0.9869999885559082,0.33858269453048706,0.31193917989730835,1
86,4944,0.9869999885559082,0.9869999885559082,0.2125425636768341,0.13040047883987427,1
87,4940,0.9860000014305115,0.9860000014305115,0.5836203098297119,0.43301260471343994,1
88,4502,0.9850000143051147,0.9850000143051147,0.3825130760669708,0.35967108607292175,1
89,2986,0.984000027179718,0.984000027179718,0.3268395662307739,0.2525128126144409,1
90,4398,0.9829999804496765,0.9829999804496765,0.3598506450653076,0.371853232383728,1
91,440,0.9829999804496765,0.9829999804496765,0.3414446711540222,0.38570430874824524,1
92,4256,0.9810000061988831,0.9810000061988831,0.1964712291955948,0.21846309304237366,1
93,844,0.9810000061988831,0.9810000061988831,0.16664083302021027,0.16549603641033173,1
94,4800,0.9800000190734863,0.9800000190734863,0.754334032535553,0.6880633234977722,1
95,4470,0.9800000190734863,0.9800000190734863,0.13797307014465332,0.11407416313886642,1
96,3272,0.9789999723434448,0.9789999723434448,0.48740312457084656,0.5099990367889404,1
97,4068,0.9789999723434448,0.9789999723434448,0.2988773584365845,0.2698219418525696,1
98,4755,0.9779999852180481,0.9779999852180481,0.5578170418739319,0.6357729434967041,1
99,4145,0.9779999852180481,0.9779999852180481,0.47627559304237366,0.5217465162277222,1
100,4057,0.9779999852180481,0.9779999852180481,0.40657636523246765,0.41239842772483826,1
101,2555,0.9779999852180481,0.9779999852180481,0.2933346629142761,0.2768781781196594,1
102,3662,0.9779999852180481,0.9779999852180481,0.28160321712493896,0.28563401103019714,1
103,2392,0.9779999852180481,0.9779999852180481,0.10128940641880035,0.07417679578065872,1
104,2037,0.9760000109672546,0.9760000109672546,0.37126678228378296,0.324346125125885,1
105,4898,0.9760000109672546,0.9760000109672546,0.3217584788799286,0.2879308760166168,1
106,4522,0.9750000238418579,0.9750000238418579,0.4406721889972687,0.35418424010276794,1
107,4432,0.9750000238418579,0.9750000238418579,0.387252539396286,0.27871546149253845,1
108,1694,0.9739999771118164,0.9739999771118164,0.44744032621383667,0.4369834363460541,1
109,1224,0.9739999771118164,0.9739999771118164,0.33592069149017334,0.3343377113342285,1
110,1810,0.9739999771118164,0.9739999771118164,0.15268802642822266,0.14545370638370514,1
111,3037,0.9729999899864197,0.9729999899864197,0.24567455053329468,0.26357629895210266,1
112,4576,0.972000002861023,0.972000002861023,0.2451247274875641,0.23003943264484406,1
113,5053,0.9710000157356262,0.9710000157356262,0.36475977301597595,0.33691397309303284,1
114,210,0.9710000157356262,0.9710000157356262,0.152085080742836,0.14335496723651886,1
115,4312,0.9700000286102295,0.9700000286102295,0.3138473331928253,0.27125903964042664,1
116,2082,0.9700000286102295,0.9700000286102295,0.24979309737682343,0.24728725850582123,1
117,53,0.968999981880188,0.968999981880188,0.38740870356559753,0.33908823132514954,1
118,145,0.968999981880188,0.968999981880188,0.31193435192108154,0.26835349202156067,1
